,name,city,country,code_iata,code_icao,latitude,longitude,altitude,tz,dst,tz_region
2212,Ching Chuang Kang,Taichung,Taiwan,RMQ,RCMQ,24.264668,120.62058,663,8.0,N,Asia/Taipei
2213,Cessnock Airport,Cessnock,Australia,CES,YCNK,-32.7875,151.342,211,10.0,O,Australia/Sydney
2214,Tainan,Tainan,Taiwan,TNN,RCNN,22.950361,120.205778,63,8.0,U,Asia/Taipei
2215,Hsinchu,Hsinchu,Taiwan,,RCPO,24.818033,120.939394,26,8.0,U,Asia/Taipei
2216,Magong,Makung,Taiwan,MZG,RCQC,23.568669,119.628311,103,8.0,U,Asia/Taipei
2217,Jhihhang,Taitung,Taiwan,,RCQS,22.793117,121.181975,128,8.0,U,Asia/Taipei
2218,Pingtung North,Pingtung,Taiwan,,RCSQ,22.700239,120.482,97,8.0,U,Asia/Taipei
2219,Sungshan,Taipei,Taiwan,TSA,RCSS,25.069722,121.5525,18,8.0,U,Asia/Taipei
2220,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP,25.077731,121.232822,106,8.0,U,Asia/Taipei
2221,Wang An,Wang An,Taiwan,WOT,RCWA,23.370833,119.494444,115,8.0,U,Asia/Taipei
2222,Hualien,Hualien,Taiwan,HUN,RCYU,24.023725,121.616906,52,8.0,U,Asia/Taipei
2223,Narita Intl,Tokyo,Japan,NRT,RJAA,35.764722,140.386389,141,9.0,U,Asia/Tokyo
2224,Matsumoto,Matsumoto,Japan,MMJ,RJAF,36.166758,137.922669,2182,9.0,U,Asia/Tokyo
2225,Hyakuri,Ibaraki,Japan,IBR,RJAH,36.181083,140.415444,105,9.0,U,Asia/Tokyo
2226,Minami Torishima,Minami Tori Shima,Japan,,RJAM,24.289697,153.979119,22,9.0,U,Asia/Tokyo
2227,Iwo Jima,Iwojima,Japan,IWO,RJAW,24.784,141.322722,384,9.0,U,Asia/Tokyo
2228,Nanki Shirahama,Nanki-shirahama,Japan,SHM,RJBD,33.662222,135.364444,298,9.0,U,Asia/Tokyo
2229,Kohnan,Kohnan,Japan,,RJBK,34.590836,133.933225,3,9.0,U,Asia/Tokyo
2230,Obihiro,Obihiro,Japan,OBO,RJCB,42.733333,143.217222,505,9.0,U,Asia/Tokyo
2231,New Chitose,Sapporo,Japan,CTS,RJCC,42.7752,141.692283,82,9.0,U,Asia/Tokyo
2232,Hakodate,Hakodate,Japan,HKD,RJCH,41.77,140.821944,151,9.0,U,Asia/Tokyo
2233,Chitose,Chitose,Japan,SPK,RJCJ,42.794475,141.666447,87,9.0,U,Asia/Tokyo
2234,Memanbetsu,Memanbetsu,Japan,MMB,RJCM,43.880606,144.164053,135,9.0,U,Asia/Tokyo
2235,Nakashibetsu,Nakashibetsu,Japan,SHB,RJCN,43.5775,144.96,234,9.0,U,Asia/Tokyo
2236,Tokachi,Tokachi,Japan,,RJCT,42.890544,143.158475,281,9.0,U,Asia/Tokyo
2237,Wakkanai,Wakkanai,Japan,WKJ,RJCW,45.404167,141.800833,30,9.0,U,Asia/Tokyo
2238,Iki,Iki,Japan,IKI,RJDB,33.749027,129.785417,41,9.0,U,Asia/Tokyo
2239,Yamaguchi Ube,Yamaguchi,Japan,UBJ,RJDC,33.93,131.278611,23,9.0,U,Asia/Tokyo
2240,Tsushima,Tsushima,Japan,TSJ,RJDT,34.284889,129.33055,213,9.0,U,Asia/Tokyo
2241,Monbetsu,Monbetsu,Japan,MBE,RJEB,44.303914,143.404028,80,9.0,U,Asia/Tokyo
2242,Asahikawa,Asahikawa,Japan,AKJ,RJEC,43.670833,142.4475,721,9.0,U,Asia/Tokyo
2243,Okushiri,Okushiri,Japan,OIR,RJEO,42.071667,139.432911,161,9.0,U,Asia/Tokyo
2244,Rishiri,Rishiri Island,Japan,RIS,RJER,45.242006,141.186431,112,9.0,U,Asia/Tokyo
2245,Ashiya,Ashiya,Japan,,RJFA,33.883083,130.653,98,9.0,U,Asia/Tokyo
2246,Yakushima,Yakushima,Japan,KUM,RJFC,30.385569,130.659017,124,9.0,U,Asia/Tokyo
2247,Fukue,Fukue,Japan,FUJ,RJFE,32.666269,128.832808,273,9.0,U,Asia/Tokyo
2248,Fukuoka,Fukuoka,Japan,FUK,RJFF,33.585942,130.450686,32,9.0,U,Asia/Tokyo
2249,New Tanegashima,Tanegashima,Japan,TNE,RJFG,30.605067,130.991231,768,9.0,U,Asia/Tokyo
2250,Kagoshima,Kagoshima,Japan,KOJ,RJFK,31.803397,130.719408,906,9.0,U,Asia/Tokyo
2251,Miyazaki,Miyazaki,Japan,KMI,RJFM,31.877222,131.448611,20,9.0,U,Asia/Tokyo
2252,Nyutabaru,Nyutabaru,Japan,,RJFN,32.083611,131.451389,259,9.0,U,Asia/Tokyo
2253,Oita,Oita,Japan,OIT,RJFO,33.479444,131.737222,19,9.0,U,Asia/Tokyo
2254,New Kitakyushu,Kitakyushu,Japan,KKJ,RJFR,33.845942,131.034689,21,9.0,U,Asia/Tokyo
2255,Kumamoto,Kumamoto,Japan,KMJ,RJFT,32.837319,130.85505,642,9.0,U,Asia/Tokyo
2256,Nagasaki,Nagasaki,Japan,NGS,RJFU,32.916944,129.913611,15,9.0,U,Asia/Tokyo
2257,Kanoya,Kanoya,Japan,,RJFY,31.367608,130.845456,214,9.0,U,Asia/Tokyo
2258,Tsuiki,Tsuiki,Japan,,RJFZ,33.685,131.040278,55,9.0,U,Asia/Tokyo
2259,Amami,Amami,Japan,ASJ,RJKA,28.430633,129.712542,27,9.0,U,Asia/Tokyo
2260,Okierabu,Okierabu,Japan,,RJKB,27.425522,128.700903,101,9.0,U,Asia/Tokyo
2261,Tokunoshima,Tokunoshima,Japan,TKN,RJKN,27.836381,128.881253,17,9.0,U,Asia/Tokyo
2262,Fukui,Fukui,Japan,,RJNF,36.142847,136.223922,19,9.0,U,Asia/Tokyo
2263,Gifu,Gifu,Japan,,RJNG,35.394078,136.869667,128,9.0,U,Asia/Tokyo
2264,Hamamatsu,Hamamatsu,Japan,,RJNH,34.750239,137.703083,150,9.0,U,Asia/Tokyo
2265,Komatsu,Kanazawa,Japan,KMQ,RJNK,36.394611,136.406544,36,9.0,U,Asia/Tokyo
2266,Oki,Oki Island,Japan,OKI,RJNO,36.181125,133.324844,311,9.0,U,Asia/Tokyo
2267,Toyama,Toyama,Japan,TOY,RJNT,36.648333,137.1875,95,9.0,U,Asia/Tokyo
2268,Shizuhama,Yaizu,Japan,,RJNY,34.812778,138.298056,23,9.0,U,Asia/Tokyo
2269,Hiroshima,Hiroshima,Japan,HIJ,RJOA,34.436111,132.919444,1088,9.0,U,Asia/Tokyo
2270,Okayama,Okayama,Japan,OKJ,RJOB,34.756944,133.855278,806,9.0,U,Asia/Tokyo
2271,Izumo,Izumo,Japan,IZO,RJOC,35.413611,132.89,15,9.0,U,Asia/Tokyo
2272,Hofu,Hofu,Japan,,RJOF,34.034667,131.549194,7,9.0,U,Asia/Tokyo
2273,Yonago Kitaro,Miho,Japan,YGJ,RJOH,35.492222,133.236389,20,9.0,U,Asia/Tokyo
2274,Iwakuni Mcas,Iwakuni,Japan,,RJOI,34.14386,132.23575,7,9.0,U,Asia/Tokyo
2275,Kochi,Kochi,Japan,KCZ,RJOK,33.546111,133.669444,42,9.0,U,Asia/Tokyo
2276,Matsuyama,Matsuyama,Japan,MYJ,RJOM,33.827222,132.699722,25,9.0,U,Asia/Tokyo
2277,Osaka Intl,Osaka,Japan,ITM,RJOO,34.785528,135.438222,50,9.0,U,Asia/Tokyo
2278,Tottori,Tottori,Japan,TTJ,RJOR,35.530069,134.166553,65,9.0,U,Asia/Tokyo
2279,Tokushima,Tokushima,Japan,TKS,RJOS,34.132808,134.606639,26,9.0,U,Asia/Tokyo
2280,Takamatsu,Takamatsu,Japan,TAK,RJOT,34.214167,134.015556,607,9.0,U,Asia/Tokyo
2281,Yao,Osaka,Japan,,RJOY,34.596311,135.602944,39,9.0,U,Asia/Tokyo
2282,Ozuki,Ozuki,Japan,,RJOZ,34.045322,131.052144,13,9.0,U,Asia/Tokyo
2283,Aomori,Aomori,Japan,AOJ,RJSA,40.734722,140.690833,664,9.0,U,Asia/Tokyo
2284,Yamagata,Yamagata,Japan,GAJ,RJSC,38.411894,140.371331,353,9.0,U,Asia/Tokyo
2285,Sado,Sado,Japan,,RJSD,38.060181,138.413928,88,9.0,U,Asia/Tokyo
2286,Hachinohe,Hachinoe,Japan,,RJSH,40.556447,141.466325,152,9.0,U,Asia/Tokyo
2287,Hanamaki,Hanamaki,Japan,HNA,RJSI,39.428611,141.135278,297,9.0,U,Asia/Tokyo
2288,Akita,Akita,Japan,AXT,RJSK,39.615556,140.218611,313,9.0,U,Asia/Tokyo
2289,Misawa Ab,Misawa,Japan,MSJ,RJSM,40.703222,141.368364,119,9.0,U,Asia/Tokyo
2290,Sendai,Sendai,Japan,SDJ,RJSS,38.139722,140.916944,15,9.0,U,Asia/Tokyo
2291,Matsushima,Matsushima,Japan,,RJST,38.404919,141.219572,7,9.0,U,Asia/Tokyo
2292,Sazena,Sazena,Czech Republic,LKS,LKSZ,50.1929,14.1532,233,1.0,E,Europe/Prague
2293,Atsugi Naf,Atsugi,Japan,,RJTA,35.454611,139.450167,205,9.0,U,Asia/Tokyo
2294,Tateyama,Tateyama,Japan,,RJTE,34.987053,139.829208,10,9.0,U,Asia/Tokyo
2295,Hachijojima,Hachijojima,Japan,HAC,RJTH,33.115,139.785833,303,9.0,U,Asia/Tokyo
2296,Iruma,Iruma,Japan,,RJTJ,35.841944,139.410556,295,9.0,U,Asia/Tokyo
2297,Kisarazu,Kisarazu,Japan,,RJTK,35.398272,139.909936,10,9.0,U,Asia/Tokyo
2298,Shimofusa,Shimofusa,Japan,,RJTL,35.798944,140.011111,98,9.0,U,Asia/Tokyo
2299,Oshima,Oshima,Japan,OIM,RJTO,34.782033,139.360306,130,9.0,U,Asia/Tokyo
2300,Kastner Aaf,Zama,Japan,,RJTR,35.513769,139.393675,360,9.0,U,Asia/Tokyo
2301,Tokyo Intl,Tokyo,Japan,HND,RJTT,35.552258,139.779694,35,9.0,U,Asia/Tokyo
2302,Yokota Ab,Yokota,Japan,OKO,RJTY,35.748492,139.348483,463,9.0,U,Asia/Tokyo
2303,Gwangju,Kwangju,South Korea,KWJ,RKJJ,35.126389,126.808889,39,9.0,U,Asia/Seoul
2304,Jeon Ju,Jhunju,South Korea,,RKJU,35.878436,127.11955,96,9.0,U,Asia/Seoul
2305,Yeosu,Yeosu,South Korea,RSU,RKJY,34.842328,127.61685,53,9.0,U,Asia/Seoul
2306,Sokcho,Sokch'o,South Korea,SHO,RKND,38.142614,128.598556,92,9.0,U,Asia/Seoul
2307,Gangneung,Kangnung,South Korea,KAG,RKNN,37.753561,128.943625,35,9.0,U,Asia/Seoul
2308,Macomb Municipal Airport,Macomb,United States,MQB,\N,40.5200833,-90.6523889,707,-6.0,U,America/Chicago
2309,Jeju Intl,Cheju,South Korea,CJU,RKPC,33.511306,126.493028,118,9.0,U,Asia/Seoul
2310,Jinhae,Chinhae,South Korea,,RKPE,35.141175,128.695792,8,9.0,U,Asia/Seoul
2311,Gimhae Intl,Busan,South Korea,PUS,RKPK,35.179528,128.938222,6,9.0,U,Asia/Seoul
2312,Bungle Bungle Airport,Bungle Bungle,Australia,,YBUU,-17.5453,128.307,0,8.0,U,Australia/Perth
2313,Ulsan,Ulsan,South Korea,USN,RKPU,35.593494,129.351722,45,9.0,U,Asia/Seoul
2314,A 511,Pyongtaek,South Korea,,RKSG,36.962214,127.031072,51,9.0,U,Asia/Seoul
2315,Seoul Ab,Seoul East,South Korea,SSN,RKSM,37.445833,127.113889,92,9.0,U,Asia/Seoul
2316,Osan Ab,Osan,South Korea,OSN,RKSO,37.090617,127.029594,40,9.0,U,Asia/Seoul
2317,Gimpo,Seoul,South Korea,GMP,RKSS,37.558311,126.790586,58,9.0,U,Asia/Seoul
2318,Suwon,Suwon,South Korea,,RKSW,37.239406,127.007053,88,9.0,U,Asia/Seoul
2319,Pohang,Pohang,South Korea,KPO,RKTH,35.987858,129.420486,70,9.0,U,Asia/Seoul
2320,Daegu Ab,Taegu,South Korea,TAE,RKTN,35.894108,128.658856,116,9.0,U,Asia/Seoul
2321,Yecheon,Yechon,South Korea,YEC,RKTY,36.631933,128.35485,354,9.0,U,Asia/Seoul
2322,Naha,Okinawa,Japan,OKA,ROAH,26.195814,127.645869,12,9.0,N,Asia/Tokyo
2323,Ie Shima Aux Ab,Iejima,Japan,,RODE,26.728775,127.761775,184,9.0,U,Asia/Tokyo
2324,Kadena Ab,Kadena,Japan,DNA,RODN,26.355612,127.767633,143,9.0,U,Asia/Tokyo
2325,Ishigaki,Ishigaki,Japan,ISG,ROIG,24.344525,124.186983,93,9.0,U,Asia/Tokyo
2326,Kumejima,Kumejima,Japan,UEO,ROKJ,26.363506,126.713806,23,9.0,U,Asia/Tokyo
2327,Minami Daito,Minami Daito,Japan,MMD,ROMD,25.846533,131.263494,167,9.0,U,Asia/Tokyo
2328,Miyako,Miyako,Japan,MMY,ROMY,24.782833,125.295111,150,9.0,U,Asia/Tokyo
2329,Kitadaito,Kitadaito,Japan,KTD,RORK,25.944722,131.326944,80,9.0,U,Asia/Tokyo
2330,Shimojishima,Shimojishima,Japan,SHI,RORS,24.826667,125.144722,54,9.0,U,Asia/Tokyo
2331,Tarama,Tarama,Japan,,RORT,24.653889,124.675278,36,9.0,U,Asia/Tokyo
2332,Yoron,Yoron,Japan,RNJ,RORY,27.043964,128.401517,52,9.0,U,Asia/Tokyo
2333,Futenma Mcas,Futema,Japan,,ROTM,26.274275,127.756494,247,9.0,U,Asia/Tokyo
2334,Yonaguni,Yonaguni Jima,Japan,OGN,ROYN,24.466944,122.977778,70,9.0,U,Asia/Tokyo
2335,Ninoy Aquino Intl,Manila,Philippines,MNL,RPLL,14.508647,121.019581,75,8.0,N,Asia/Manila
2336,Mary Airport,Mary,Turkmenistan,MYP,UTAM,37.6194,61.8967,728,5.0,U,Asia/Ashgabat
2337,Cotabato,Cotabato,Philippines,CBO,RPMC,7.165242,124.209619,189,8.0,N,Asia/Manila
2338,Cagayan De Oro,Ladag,Philippines,CGY,RPML,8.415619,124.611219,601,8.0,N,Asia/Manila
2339,Pagadian,Pagadian,Philippines,PAG,RPMP,7.827197,123.458294,5,8.0,N,Asia/Manila
2340,Tambler,Romblon,Philippines,,RPMR,6.058003,125.096033,505,8.0,N,Asia/Manila
2341,Crocodile Camp,Tsavo East,Kenya,,\N,-3.070875,39.2194305556,400,3.0,U,Africa/Nairobi
2342,Zamboanga Intl,Zamboanga,Philippines,ZAM,RPMZ,6.922419,122.059633,33,8.0,N,Asia/Manila
2343,Baguio,Baguio,Philippines,BAG,RPUB,16.375103,120.619636,4251,8.0,N,Asia/Manila
2344,Daet,Daet,Philippines,,RPUD,14.129167,122.980181,10,8.0,N,Asia/Manila
2345,Basa Ab,Floridablanca,Philippines,,RPUF,14.986527,120.4925,151,8.0,N,Asia/Manila
2346,Lingayen,Lingayen,Philippines,,RPUG,16.034786,120.241106,7,8.0,N,Asia/Manila
2347,San Jose,San Jose,Philippines,,RPUH,12.361517,121.046639,14,8.0,N,Asia/Manila
2348,Fernando Ab,Lipa,Philippines,,RPUL,13.955017,121.124925,1220,8.0,N,Asia/Manila
2349,Mamburao,Mamburao,Philippines,,RPUM,13.208092,120.60535,13,8.0,N,Asia/Manila
2350,Vigan,Vigan,Philippines,,RPUQ,17.555331,120.355797,16,8.0,N,Asia/Manila
2351,Baler,Baler,Philippines,,RPUR,15.729836,121.500133,108,8.0,N,Asia/Manila
2352,Kimana,Kimana,Kenya,,\N,-2.8,37.5333333333,3900,3.0,U,Africa/Nairobi
2353,Solio Ranch Airport,Solio,Kenya,,\N,-0.245167,36.8849,6300,3.0,U,Africa/Nairobi
2354,Kalundborg Flyveplads,Kalundborg,Denmark,,EKKL,55.7001,11.2549,13,1.0,E,Europe/Copenhagen
2355,Bagabag,Bagabag,Philippines,,RPUZ,16.619194,121.252319,820,8.0,N,Asia/Manila
2356,Daniel Z Romualdez,Tacloban,Philippines,TAC,RPVA,11.227628,125.027758,10,8.0,N,Asia/Manila
2357,Bacolod,Bacolod,Philippines,BCD,RPVB,10.642511,122.929617,25,8.0,N,Asia/Manila
2358,Gardermoen Airport,Oslo,Norway,GEN,\N,60.1939,11.1004,681,1.0,E,Europe/Oslo
2359,Dumaguete,Dumaguete,Philippines,DGT,RPVD,9.333714,123.300472,15,8.0,N,Asia/Manila
2360,Caticlan,Caticlan,Philippines,,RPVE,11.924503,121.95405,7,8.0,N,Asia/Manila
2361,Guiuan,Guiuan,Philippines,,RPVG,11.035544,125.741594,7,8.0,N,Asia/Manila
2362,Iloilo,Iloilo,Philippines,ILO,RPVI,10.713044,122.545297,27,8.0,N,Asia/Manila
2363,Kalibo,Kalibo,Philippines,KLO,RPVK,11.679431,122.376294,14,8.0,N,Asia/Manila
2364,Mactan Cebu Intl,Masbate,Philippines,,RPVM,10.307542,123.979439,31,8.0,N,Asia/Manila
2365,Wausau Downtown Airport,Wausau,United States,AUW,\N,44.9262845,-89.6270018,1201,-6.0,U,America/Chicago
2366,Puerto Princesa,Puerto Princesa,Philippines,PPS,RPVP,9.742119,118.758731,71,8.0,N,Asia/Manila
2367,Antique,San Jose,Philippines,SJI,RPVS,10.766044,121.933439,23,8.0,N,Asia/Manila
2368,Comodoro Pierrestegui,Concordia,Argentina,COC,SAAC,-31.296944,-57.996631,112,-3.0,N,America/Cordoba
2369,Gualeguaychu,Gualeguaychu,Argentina,GHU,SAAG,-33.010278,-58.613056,75,-3.0,N,America/Cordoba
2370,Junin,Junin,Argentina,,SAAJ,-34.545889,-60.930556,262,-3.0,N,America/Cordoba
2371,General Urquiza,Parana,Argentina,PRA,SAAP,-31.794778,-60.480361,243,-3.0,N,America/Cordoba
2372,Rosario,Rosario,Argentina,ROS,SAAR,-32.903611,-60.785,85,-3.0,N,America/Cordoba
2373,Sauce Viejo,Santa Fe,Argentina,SFN,SAAV,-31.711666,-60.811668,56,-3.0,N,America/Cordoba
2374,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,SABE,-34.559175,-58.415606,18,-3.0,N,America/Cordoba
2375,Ambrosio L V Taravella,Cordoba,Argentina,COR,SACO,-31.323619,-64.207953,1604,-3.0,N,America/Cordoba
2376,Chamical,Gobernador Gordillo,Argentina,,SACT,-30.345278,-66.29361,1503,-3.0,N,America/Cordoba
2377,San Fernando,San Fernando,Argentina,,SADF,-34.453189,-58.589644,10,-3.0,N,America/Cordoba
2378,Mariano Moreno,Jose C. Paz,Argentina,,SADJ,-34.56065,-58.789564,105,-3.0,N,America/Cordoba
2379,La Plata,La Plata,Argentina,LPG,SADL,-34.972222,-57.894694,72,-3.0,N,America/Cordoba
2380,Moron,Moron,Argentina,,SADM,-34.676317,-58.642756,95,-3.0,N,America/Cordoba
2381,El Palomar,El Palomar,Argentina,,SADP,-34.609939,-58.612592,59,-3.0,N,America/Cordoba
2382,Chos Malal,Chosmadal,Argentina,,SAHC,-37.444692,-70.222469,2788,-3.0,N,America/Cordoba
2383,General Roca,Fuerte Gral Roca,Argentina,,SAHR,-39.000672,-67.620514,853,-3.0,N,America/Cordoba
2384,El Plumerillo,Mendoza,Argentina,MDZ,SAME,-32.831717,-68.792856,2310,-3.0,N,America/Cordoba
2385,Malargue,Malargue,Argentina,LGS,SAMM,-35.493597,-69.574267,4683,-3.0,N,America/Cordoba
2386,San Rafael,San Rafael,Argentina,AFA,SAMR,-34.588314,-68.403854,2470,-3.0,N,America/Cordoba
2387,Catamarca,Catamarca,Argentina,CTC,SANC,-28.593214,-65.750925,1522,-3.0,N,America/Cordoba
2388,Santiago Del Estero,Santiago Del Estero,Argentina,SDE,SANE,-27.765617,-64.310122,656,-3.0,N,America/Cordoba
2389,Tinogasta,Tinogasta,Argentina,,SANI,-28.03775,-67.580314,3968,-3.0,N,America/Cordoba
2390,La Rioja,La Rioja,Argentina,IRJ,SANL,-29.381636,-66.795839,1436,-3.0,N,America/Cordoba
2391,Chilecito,Chilecito,Argentina,,SANO,-29.223888,-67.438889,3099,-3.0,N,America/Cordoba
2392,Teniente Benjamin Matienzo,Tucuman,Argentina,TUC,SANT,-26.840861,-65.104944,1495,-3.0,N,America/Cordoba
2393,San Juan,San Julian,Argentina,UAQ,SANU,-31.571472,-68.418194,1959,-3.0,N,America/Cordoba
2394,Rio Cuarto Area De Material,Rio Cuarto,Argentina,RCU,SAOC,-33.085128,-64.261314,1381,-3.0,N,America/Cordoba
2395,Villa Dolores,Villa Dolores,Argentina,VDR,SAOD,-31.945183,-65.146283,1915,-3.0,N,America/Cordoba
2396,Laboulaye,Laboulaye,Argentina,,SAOL,-34.135444,-63.36225,449,-3.0,N,America/Cordoba
2397,Marcos Juarez,Marcos Juarez,Argentina,,SAOM,-32.683639,-62.157792,361,-3.0,N,America/Cordoba
2398,Villa Reynolds,Villa Reynolds,Argentina,,SAOR,-33.725144,-65.378086,1591,-3.0,N,America/Cordoba
2399,San Luis,San Luis,Argentina,LUQ,SAOU,-33.273192,-66.356422,2329,-3.0,N,America/Cordoba
2400,Corrientes,Corrientes,Argentina,CNQ,SARC,-27.445503,-58.761864,203,-3.0,N,America/Cordoba
2401,Resistencia,Resistencia,Argentina,RES,SARE,-27.449986,-59.056125,173,-3.0,N,America/Cordoba
2402,Formosa,Formosa,Argentina,FMA,SARF,-26.212722,-58.228111,194,-3.0,N,America/Cordoba
2403,Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,SARI,-25.737281,-54.473444,916,-3.0,N,America/Cordoba
2404,Paso De Los Libres,Paso De Los Libres,Argentina,AOL,SARL,-29.689425,-57.152078,230,-3.0,N,America/Cordoba
2405,Monte Caseros,Monte Caseros,Argentina,,SARM,-30.271922,-57.640231,174,-3.0,N,America/Cordoba
2406,Posadas,Posadas,Argentina,PSS,SARP,-27.385839,-55.970728,430,-3.0,N,America/Cordoba
2407,Termal,Presidencia R.s.pena,Argentina,,SARS,-26.756519,-60.493103,307,-3.0,N,America/Cordoba
2408,Salta,Salta,Argentina,SLA,SASA,-24.855978,-65.486169,4088,-3.0,N,America/Cordoba
2409,Jujuy,Jujuy,Argentina,JUJ,SASJ,-24.392778,-65.097778,3019,-3.0,N,America/Cordoba
2410,Oran,Oran,Argentina,ORA,SASO,-23.152779,-64.32917,1168,-3.0,N,America/Cordoba
2411,La Quiaca,La Quiaca,Argentina,,SASQ,-22.150556,-65.5775,11414,-3.0,N,America/Cordoba
2412,Portage Municipal Airport,Portage,United States,C47,\N,43.5603136,-89.4828607,825,-6.0,U,America/Chicago
2413,Eldorado,El Dorado,Argentina,,SATD,-26.397499,-54.574722,685,-3.0,N,America/Cordoba
2414,Goya,Goya,Argentina,,SATG,-29.099472,-59.250583,125,-3.0,N,America/Cordoba
2415,Obera,Obera,Argentina,,SATO,-27.518156,-55.124156,1125,-3.0,N,America/Cordoba
2416,Reconquista,Reconquista,Argentina,,SATR,-29.210278,-59.68,161,-3.0,N,America/Cordoba
2417,Curuzu Cuatia,Curuzu Cuatia,Argentina,,SATU,-29.770555,-57.978889,229,-3.0,N,America/Cordoba
2418,El Bolson,El Bolson,Argentina,EHL,SAVB,-41.943189,-71.532289,1131,-3.0,N,America/Cordoba
2419,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD,SAVC,-45.785347,-67.465508,190,-3.0,N,America/Cordoba
2420,Esquel,Esquel,Argentina,EQS,SAVE,-42.90795,-71.139472,2621,-3.0,N,America/Cordoba
2421,Almirante Zar,Trelew,Argentina,REL,SAVT,-43.2105,-65.270319,141,-3.0,N,America/Cordoba
2422,Gobernador Castello,Viedma,Argentina,VDM,SAVV,-40.869222,-63.000389,20,-3.0,N,America/Cordoba
2423,El Tehuelche,Puerto Madryn,Argentina,PMY,SAVY,-42.759161,-65.102725,426,-3.0,N,America/Cordoba
2424,Base Marambio,Marambio Base,Antarctica,,SAWB,-64.238335,-56.630833,760,12.0,U,Antarctica/South_Pole
2425,Puerto Deseado,Puerto Deseado,Argentina,PUD,SAWD,-47.735292,-65.904097,266,-3.0,N,America/Cordoba
2426,Rio Grande,Rio Grande,Argentina,RGA,SAWE,-53.777667,-67.749389,65,-3.0,N,America/Cordoba
2427,Rio Gallegos,Rio Gallegos,Argentina,RGL,SAWG,-51.608875,-69.312636,61,-3.0,N,America/Cordoba
2428,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,USH,SAWH,-54.843278,-68.29575,71,-3.0,N,America/Cordoba
2429,San Julian,San Julian,Argentina,ULA,SAWJ,-49.306775,-67.802589,190,-3.0,N,America/Cordoba
2430,Perito Moreno,Perito Moreno,Argentina,PMQ,SAWP,-46.537911,-70.978689,1410,-3.0,N,America/Cordoba
2431,Santa Cruz,Santa Cruz,Argentina,RZA,SAWU,-50.01655,-68.579197,364,-3.0,N,America/Cordoba
2432,Comandante Espora,Bahia Blanca,Argentina,BHI,SAZB,-38.724967,-62.169317,246,-3.0,N,America/Cordoba
2433,Coronel Suarez,Colonel Suarez,Argentina,,SAZC,-37.446111,-61.889297,768,-3.0,N,America/Cordoba
2434,Olavarria,Olavarria,Argentina,,SAZF,-36.890039,-60.216619,551,-3.0,N,America/Cordoba
2435,General Pico,General Pico,Argentina,,SAZG,-35.696183,-63.758286,459,-3.0,N,America/Cordoba
2436,Tres Arroyos,Tres Arroyos,Argentina,,SAZH,-38.386911,-60.329711,400,-3.0,N,America/Cordoba
2437,Bolivar,Bolivar,Argentina,,SAZI,-36.186594,-61.076367,308,-3.0,N,America/Cordoba
2438,Gogebic Iron County Airport,Ironwood,United States,IWD,\N,46.5274747,-90.1313967,1230,-6.0,U,America/Chicago
2439,Mar Del Plata,Mar Del Plata,Argentina,MDQ,SAZM,-37.934167,-57.573333,71,-3.0,N,America/Cordoba
2440,Presidente Peron,Neuquen,Argentina,NQN,SAZN,-38.949,-68.155711,895,-3.0,N,America/Cordoba
2441,Mackinac Island Airport,Mackinac Island,United States,MCD,\N,45.8649344,-84.637344,740,-5.0,U,America/New_York
2442,Comodoro P Zanni,Pehuajo,Argentina,,SAZP,-35.844592,-61.857553,278,-3.0,N,America/Cordoba
2443,Santa Rosa,Santa Rosa,Argentina,RSA,SAZR,-36.588322,-64.275694,630,-3.0,N,America/Cordoba
2444,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,BRC,SAZS,-41.151172,-71.157542,2776,-3.0,N,America/Cordoba
2445,Tandil,Tandil,Argentina,TDL,SAZT,-37.237392,-59.227922,574,-3.0,N,America/Cordoba
2446,Villa Gesell,Villa Gesell,Argentina,VLG,SAZV,-37.235408,-57.029239,32,-3.0,N,America/Cordoba
2447,Cutralco,Cutralco,Argentina,,SAZW,-38.939683,-69.264642,2133,-3.0,N,America/Cordoba
2448,Aviador C Campos,San Martin Des Andes,Argentina,CPC,SAZY,-40.075383,-71.137294,2569,-3.0,N,America/Cordoba
2449,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,SBAA,-8.348347,-49.301528,653,-4.0,S,America/Boa_Vista
2450,Campo Delio Jardim De Mattos,Rio De Janeiro,Brazil,,SBAF,-22.875083,-43.384708,110,-3.0,S,America/Sao_Paulo
2451,Amapa,Amapa,Brazil,,SBAM,2.077511,-50.858236,45,-3.0,S,America/Fortaleza
2452,Araraquara,Araracuara,Brazil,AQA,SBAQ,-21.812,-48.133028,2334,-3.0,S,America/Sao_Paulo
2453,Santa Maria,Aracaju,Brazil,AJU,SBAR,-10.984,-37.070333,23,-3.0,S,America/Fortaleza
2454,Assis,Assis,Brazil,,SBAS,-22.638564,-50.455914,1850,-3.0,S,America/Sao_Paulo
