,name,city,country,code_iata,code_icao,latitude,longitude,altitude,tz,dst,tz_region
1974,Hamilton,Hamilton,New Zealand,HLZ,NZHN,-37.866661,175.332056,172,12.0,Z,Pacific/Auckland
1975,Hastings,Hastings,New Zealand,,NZHS,-39.646667,176.766944,72,12.0,Z,Pacific/Auckland
1976,Kerikeri,Kerikeri,New Zealand,KKE,NZKK,-35.262779,173.911944,492,12.0,Z,Pacific/Auckland
1977,Kaitaia,Kaitaia,New Zealand,KAT,NZKT,-35.07,173.285278,270,12.0,Z,Pacific/Auckland
1978,Alexandra,Alexandra,New Zealand,ALR,NZLX,-45.211666,169.373333,752,12.0,Z,Pacific/Auckland
1979,Mount Cook,Mount Cook,New Zealand,GTN,NZMC,-43.764999,170.133333,2153,12.0,Z,Pacific/Auckland
1980,Manapouri,Manapouri,New Zealand,TEU,NZMO,-45.533056,167.65,687,12.0,Z,Pacific/Auckland
1981,Masterton,Masterton,New Zealand,MRO,NZMS,-40.973333,175.633611,364,12.0,Z,Pacific/Auckland
1982,New Plymouth,New Plymouth,New Zealand,NPL,NZNP,-39.008611,174.179167,97,12.0,Z,Pacific/Auckland
1983,Nelson,Nelson,New Zealand,NSN,NZNS,-41.298333,173.221111,17,12.0,Z,Pacific/Auckland
1984,Invercargill,Invercargill,New Zealand,IVC,NZNV,-46.412408,168.312992,5,12.0,Z,Pacific/Auckland
1985,Ohakea,Ohakea,New Zealand,,NZOH,-40.206039,175.387808,164,12.0,Z,Pacific/Auckland
1986,Oamaru,Oamaru,New Zealand,OAM,NZOU,-44.97,171.081667,99,12.0,Z,Pacific/Auckland
1987,Palmerston North,Palmerston North,New Zealand,PMR,NZPM,-40.320556,175.616944,151,12.0,Z,Pacific/Auckland
1988,Paraparaumu,Paraparaumu,New Zealand,PPQ,NZPP,-40.904722,174.989167,22,12.0,Z,Pacific/Auckland
1989,Queenstown,Queenstown International,New Zealand,ZQN,NZQN,-45.021111,168.739167,1171,12.0,Z,Pacific/Auckland
1990,Rotorua,Rotorua,New Zealand,ROT,NZRO,-38.109167,176.317222,935,12.0,Z,Pacific/Auckland
1991,Waiouru,Waiouru,New Zealand,,NZRU,-39.446389,175.658333,2686,12.0,Z,Pacific/Auckland
1992,South Pole Station,Stephen's Island,Antarctica,,NZSP,-89.999997,0.0,9300,12.0,U,Antarctica/South_Pole
1993,Tauranga,Tauranga,New Zealand,TRG,NZTG,-37.671944,176.19611,13,12.0,Z,Pacific/Auckland
1994,Timaru,Timaru,New Zealand,TIU,NZTU,-44.302778,171.225278,89,12.0,Z,Pacific/Auckland
1995,Pukaki,Pukaki,New Zealand,,NZUK,-44.235,170.118333,1575,12.0,Z,Pacific/Auckland
1996,Woodbourne,Woodbourne,New Zealand,BHE,NZWB,-41.518333,173.870278,109,12.0,Z,Pacific/Auckland
1997,Mcmurdo Station,Weydon,Antarctica,,NZWD,-77.867358,167.056572,68,12.0,N,Antarctica/South_Pole
1998,Wanaka,Wanaka,New Zealand,WKA,NZWF,-44.722222,169.245556,1142,12.0,Z,Pacific/Auckland
1999,Wigram,Wigram,New Zealand,,NZWG,-43.551111,172.552778,74,12.0,Z,Pacific/Auckland
2000,Whakatane,Whakatane,New Zealand,WHK,NZWK,-37.920556,176.914167,20,12.0,Z,Pacific/Auckland
2001,Wellington Intl,Wellington,New Zealand,WLG,NZWN,-41.327221,174.805278,41,12.0,Z,Pacific/Auckland
2002,Wairoa,Wairoa,New Zealand,,NZWO,-39.006944,177.406667,42,12.0,Z,Pacific/Auckland
2003,Whenuapai,Whenuapai,New Zealand,,NZWP,-36.787777,174.630278,100,12.0,Z,Pacific/Auckland
2004,Whangarei,Whangarei,New Zealand,WRE,NZWR,-35.768333,174.365,133,12.0,Z,Pacific/Auckland
2005,Westport,Westport,New Zealand,WSZ,NZWS,-41.738056,171.580833,13,12.0,Z,Pacific/Auckland
2006,Wanganui,Wanganui,New Zealand,WAG,NZWU,-39.962222,175.025278,27,12.0,Z,Pacific/Auckland
2007,Herat,Herat,Afghanistan,HEA,OAHR,34.210017,62.2283,3206,4.5,U,Asia/Kabul
2008,Jalalabad,Jalalabad,Afghanistan,JAA,OAJL,34.399842,70.498625,1814,4.5,U,Asia/Kabul
2009,Kabul Intl,Kabul,Afghanistan,KBL,OAKB,34.565853,69.212328,5877,4.5,U,Asia/Kabul
2010,Kandahar,Kandahar,Afghanistan,KDH,OAKN,31.505756,65.847822,3337,4.5,U,Asia/Kabul
2011,Maimana,Maimama,Afghanistan,MMZ,OAMN,35.930789,64.760917,2743,4.5,U,Asia/Kabul
2012,Mazar I Sharif,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.706914,67.209678,1284,4.5,U,Asia/Kabul
2013,Shindand,Shindand,Afghanistan,,OASD,33.391331,62.260975,3773,4.5,U,Asia/Kabul
2014,Sheberghan,Sheberghan,Afghanistan,,OASG,36.750783,65.913164,1053,4.5,U,Asia/Kabul
2015,Konduz,Kunduz,Afghanistan,UND,OAUZ,36.665111,68.910833,1457,4.5,U,Asia/Kabul
2016,Bahrain Intl,Bahrain,Bahrain,BAH,OBBI,26.270834,50.63361,6,3.0,U,Asia/Bahrain
2017,Shaikh Isa,Bahrain,Bahrain,,OBBS,25.918362,50.590557,136,3.0,U,Asia/Bahrain
2018,Abha,Abha,Saudi Arabia,AHB,OEAB,18.240367,42.656625,6858,3.0,U,Asia/Riyadh
2019,Al Ahsa,Al-ahsa,Saudi Arabia,HOF,OEAH,25.285306,49.485189,588,3.0,U,Asia/Riyadh
2020,Al Baha,El-baha,Saudi Arabia,ABT,OEBA,20.296139,41.634277,5486,3.0,U,Asia/Riyadh
2021,Bisha,Bisha,Saudi Arabia,BHH,OEBH,19.98435,42.620881,3887,3.0,U,Asia/Riyadh
2022,Abqaiq,Abqaiq,Saudi Arabia,,OEBQ,25.911281,49.591231,229,3.0,U,Asia/Riyadh
2023,King Fahd Intl,Dammam,Saudi Arabia,DMM,OEDF,26.471161,49.79789,72,3.0,U,Asia/Riyadh
2024,King Abdulaziz Ab,Dhahran,Saudi Arabia,DHA,OEDR,26.265417,50.152027,84,3.0,U,Asia/Riyadh
2025,King Abdullah Bin Abdulaziz,Gizan,Saudi Arabia,GIZ,OEGN,16.901111,42.585833,20,3.0,U,Asia/Riyadh
2026,Gassim,Gassim,Saudi Arabia,ELQ,OEGS,26.302822,43.773911,2126,3.0,U,Asia/Riyadh
2027,Guriat,Guriat,Saudi Arabia,URY,OEGT,31.411942,37.279469,1672,3.0,U,Asia/Riyadh
2028,Hail,Hail,Saudi Arabia,HAS,OEHL,27.437917,41.686292,3331,3.0,U,Asia/Riyadh
2029,Jubail,Jubail,Saudi Arabia,,OEJB,27.039028,49.405083,26,3.0,U,Asia/Riyadh
2030,King Faisal Naval Base,Jeddah,Saudi Arabia,,OEJF,21.3481,39.173033,7,3.0,U,Asia/Riyadh
2031,King Abdulaziz Intl,Jeddah,Saudi Arabia,JED,OEJN,21.679564,39.156536,48,3.0,U,Asia/Riyadh
2032,King Khaled Military City,King Khalid Mil.city,Saudi Arabia,HBT,OEKK,27.900917,45.528194,1352,3.0,U,Asia/Riyadh
2033,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,OEMA,24.553422,39.705061,2151,3.0,U,Asia/Riyadh
2034,Nejran,Nejran,Saudi Arabia,EAM,OENG,17.611436,44.419169,3982,3.0,U,Asia/Riyadh
2035,Qaisumah,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335192,46.125069,1174,3.0,U,Asia/Riyadh
2036,Pump Station 3,Petroline 3,Saudi Arabia,,OEPC,25.174547,47.488431,1740,3.0,U,Asia/Riyadh
2037,Pump Station 6,Petroline 6,Saudi Arabia,,OEPF,24.710333,44.964527,2530,3.0,U,Asia/Riyadh
2038,Pump Station 10,Petroline 10,Saudi Arabia,,OEPJ,24.107339,41.036047,2840,3.0,U,Asia/Riyadh
2039,Rabigh,Rabigh,Saudi Arabia,,OERB,22.702608,39.069842,22,3.0,U,Asia/Riyadh
2040,Rafha,Rafha,Saudi Arabia,RAH,OERF,29.626419,43.490614,1474,3.0,U,Asia/Riyadh
2041,King Khaled Intl,Riyadh,Saudi Arabia,RUH,OERK,24.95764,46.698776,2049,3.0,U,Asia/Riyadh
2042,Ras Mishab,Rash Mishab,Saudi Arabia,,OERM,28.079584,48.610973,13,3.0,U,Asia/Riyadh
2043,Arar,Arar,Saudi Arabia,RAE,OERR,30.906589,41.138217,1813,3.0,U,Asia/Riyadh
2044,Ras Tanura,Ras Tanura,Saudi Arabia,,OERT,26.723108,50.030814,6,3.0,U,Asia/Riyadh
2045,Sharurah,Sharurah,Saudi Arabia,SHW,OESH,17.466875,47.121431,2363,3.0,U,Asia/Riyadh
2046,Mudgee Airport,Mudgee,Australia,DGE,YMDG,-32.5625,149.611,1545,10.0,O,Australia/Sydney
2047,Sulayel,Sulayel,Saudi Arabia,SLF,OESL,20.464744,45.619644,2021,3.0,U,Asia/Riyadh
2048,Tabuk,Tabuk,Saudi Arabia,TUU,OETB,28.365417,36.618889,2551,3.0,U,Asia/Riyadh
2049,Taif,Taif,Saudi Arabia,TIF,OETF,21.483418,40.544334,4848,3.0,U,Asia/Riyadh
2050,Thumamah,Thumamah,Saudi Arabia,,OETH,25.212986,46.640978,1870,3.0,U,Asia/Riyadh
2051,Ras Tanajib,Ras Tanajib,Saudi Arabia,,OETN,27.867844,48.76915,30,3.0,U,Asia/Riyadh
2052,Turaif,Turaif,Saudi Arabia,TUI,OETR,31.692683,38.7312,2803,3.0,U,Asia/Riyadh
2053,Miami University Airport,Oxford,United States,OXD,\N,39.5022607,-84.7843814,1040,-5.0,U,America/New_York
2054,Wejh,Wejh,Saudi Arabia,EJH,OEWJ,26.198553,36.476381,66,3.0,U,Asia/Riyadh
2055,Yenbo,Yenbo,Saudi Arabia,YNB,OEYN,24.144244,38.06335,26,3.0,U,Asia/Riyadh
2056,Abadan,Abadan,Iran,ABD,OIAA,30.371111,48.228333,19,3.5,E,Asia/Tehran
2057,Dezful,Dezful,Iran,,OIAD,32.434444,48.39764,474,3.5,E,Asia/Tehran
2058,Aghajari,Aghajari,Iran,,OIAG,30.74445,49.677183,88,3.5,E,Asia/Tehran
2059,Gachsaran,Gachsaran,Iran,,OIAH,30.337567,50.827964,2414,3.5,E,Asia/Tehran
2060,Shahid Asyaee,Masjed Soleiman,Iran,QMJ,OIAI,32.002372,49.270364,1206,3.5,E,Asia/Tehran
2061,Omidiyeh,Omidyeh,Iran,,OIAJ,30.835167,49.534916,85,3.5,E,Asia/Tehran
2062,Mahshahr,Bandar Mahshahr,Iran,MRX,OIAM,30.556192,49.151879,8,3.5,E,Asia/Tehran
2063,Ahwaz,Ahwaz,Iran,AWZ,OIAW,31.337431,48.76195,66,3.5,E,Asia/Tehran
2064,Abumusa Island,Abumusa I.,Iran,,OIBA,25.875742,55.032994,23,3.5,E,Asia/Tehran
2065,Bushehr,Bushehr,Iran,BUZ,OIBB,28.944811,50.834637,68,3.5,E,Asia/Tehran
2066,Bastak,Bastak,Iran,,OIBH,27.212678,54.318592,1350,3.5,E,Asia/Tehran
2067,Asaloyeh,Golbandi,Iran,,OIBI,27.481425,52.615483,15,3.5,E,Asia/Tehran
2068,Kish Island,Kish Island,Iran,KIH,OIBK,26.526156,53.980211,101,3.5,E,Asia/Tehran
2069,Bandar Lengeh,Bandar Lengeh,Iran,BDH,OIBL,26.532,54.824847,67,3.5,E,Asia/Tehran
2070,Khark Island,Khark Island,Iran,,OIBQ,29.260278,50.323889,17,3.5,E,Asia/Tehran
2071,Sirri Island,Siri Island,Iran,,OIBS,25.908869,54.5394,43,3.5,E,Asia/Tehran
2072,Lavan Island,Lavan Island,Iran,,OIBV,26.8103,53.356289,76,3.5,E,Asia/Tehran
2073,Shahid Ashrafi Esfahani,Bakhtaran,Iran,KSH,OICC,34.345853,47.158128,4301,3.5,E,Asia/Tehran
2074,Sanandaj,Sanandaj,Iran,SDG,OICS,35.245856,47.009247,4522,3.5,E,Asia/Tehran
2075,Hesa,Daran,Iran,,OIFE,32.928889,51.561111,5256,3.5,E,Asia/Tehran
2076,Shahid Vatan Pour Air Base,Esfahan,Iran,,OIFH,32.567039,51.691594,5310,3.5,E,Asia/Tehran
2077,Kashan,Kashan,Iran,,OIFK,33.895333,51.577044,3465,3.5,E,Asia/Tehran
2078,Esfahan Shahid Beheshti Intl,Esfahan,Iran,,OIFM,32.750836,51.861267,5059,3.5,E,Asia/Tehran
2079,Badr Air Base,Sepah,Iran,,OIFP,32.621108,51.697017,5242,3.5,E,Asia/Tehran
2080,Rasht,Rasht,Iran,RAS,OIGG,37.325314,49.605817,-40,3.5,E,Asia/Tehran
2081,Delaware County Airport,Muncie,United States,MIE,\N,40.2424722,-85.39575,937,-5.0,U,America/New_York
2082,Arak,Arak,Iran,,OIHR,34.138147,49.847292,5440,3.5,E,Asia/Tehran
2083,Ghazvin Azadi,Abe-ali,Iran,,OIIA,35.952097,50.450778,3769,3.5,E,Asia/Tehran
2084,Kushke Nosrat,Kushke Nosrat,Iran,,OIIC,34.98395,50.806219,3008,3.5,E,Asia/Tehran
2085,Doshan Tappeh,Teheran,Iran,,OIID,35.702983,51.475131,4046,3.5,E,Asia/Tehran
2086,Imam Khomeini Intl,Abyek,Iran,,OIIE,35.416111,51.152222,3305,3.5,E,Asia/Tehran
2087,Ghale Morghi,Teheran,Iran,,OIIG,35.644806,51.380695,3627,3.5,E,Asia/Tehran
2088,Mehrabad Intl,Teheran,Iran,THR,OIII,35.689167,51.313416,3962,3.5,E,Asia/Tehran
2089,Ghazvin,Ghazvin,Iran,,OIIK,36.240061,50.047153,4184,3.5,E,Asia/Tehran
2090,Naja,Khoram Dareh,Iran,,OIIM,35.776286,50.881014,4040,3.5,E,Asia/Tehran
2091,Bandar Abbass Intl,Bandar Abbas,Iran,BND,OIKB,27.218317,56.37785,22,3.5,E,Asia/Tehran
2092,Jiroft,Jiroft,Iran,,OIKJ,28.726925,57.670269,2663,3.5,E,Asia/Tehran
2093,Kerman,Kerman,Iran,KER,OIKK,30.274444,56.951111,5741,3.5,E,Asia/Tehran
2094,Havadarya,Bandar Abbas,Iran,,OIKP,27.158251,56.172461,19,3.5,E,Asia/Tehran
2095,Dayrestan,Gheshm I.,Iran,,OIKQ,26.754639,55.902353,45,3.5,E,Asia/Tehran
2096,Sirjan,Sirjan,Iran,,OIKY,29.550933,55.672708,5846,3.5,E,Asia/Tehran
2097,Birjand,Birjand,Iran,XBJ,OIMB,32.898056,59.266111,4952,3.5,E,Asia/Tehran
2098,Sarakhs,Sarakhs,Iran,,OIMC,36.501178,61.064903,945,3.5,E,Asia/Tehran
2099,Shahroud,Emam Shahr,Iran,,OIMJ,36.425094,55.104833,4197,3.5,E,Asia/Tehran
2100,Whitsunday Airstrip,Airlie Beach,Australia,WSY,YWHI,-20.276,148.755,60,10.0,O,Australia/Brisbane
2101,Tabas,Tabas,Iran,,OIMT,33.66775,56.892675,2312,3.5,E,Asia/Tehran
2102,Kalaleh,Kalaleh,Iran,,OINE,37.383272,55.452008,425,3.5,E,Asia/Tehran
2103,Ramsar,Ramsar,Iran,RZR,OINR,36.909908,50.679589,-70,3.5,E,Asia/Tehran
2104,Aeropuerto de Rafaela,Rafaela,Argentina,RAF,\N,-31.282072,-61.501594,100,-3.0,N,America/Cordoba
2105,Fasa,Fasa,Iran,,OISF,28.891756,53.723339,4261,3.5,E,Asia/Tehran
2106,Jahrom,Jahrom,Iran,,OISJ,28.586675,53.579144,3358,3.5,E,Asia/Tehran
2107,Lamerd,Lamerd,Iran,,OISR,27.372744,53.188794,1337,3.5,E,Asia/Tehran
2108,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,OISS,29.539242,52.589786,4920,3.5,E,Asia/Tehran
2109,Khoy,Khoy,Iran,,OITK,38.427453,44.973575,3981,3.5,E,Asia/Tehran
2110,Sabadell Airport,Sabadell,Spain,QSA,LELL,41.5209,2.10508,0,1.0,E,Europe/Madrid
2111,Tabriz Intl,Tabriz,Iran,TBZ,OITT,38.133889,46.235,4459,3.5,E,Asia/Tehran
2112,Zanjan,Zanjan,Iran,,OITZ,36.77365,48.359422,5382,3.5,E,Asia/Tehran
2113,Yazd Shahid Sadooghi,Yazd,Iran,AZD,OIYY,31.904908,54.276503,4054,3.5,E,Asia/Tehran
2114,Zabol,Zabol,Iran,,OIZB,31.098333,61.543889,1628,3.5,E,Asia/Tehran
2115,Chah Bahar,Chah Bahar,Iran,ZBR,OIZC,25.44335,60.382114,43,3.5,E,Asia/Tehran
2116,Zahedan Intl,Zahedan,Iran,ZAH,OIZH,29.475686,60.906189,4564,3.5,E,Asia/Tehran
2117,Iran Shahr,Iran Shahr,Iran,,OIZI,27.236117,60.720039,2040,3.5,E,Asia/Tehran
2118,Saravan,Saravan,Iran,,OIZS,27.419261,62.315789,3930,3.5,E,Asia/Tehran
2119,Queen Alia Intl,Amman,Jordan,AMM,OJAI,31.722556,35.993214,2395,2.0,E,Asia/Amman
2120,Marka Intl,Amman,Jordan,ADJ,OJAM,31.972703,35.991569,2555,2.0,E,Asia/Amman
2121,Aqaba King Hussein Intl,Aqaba,Jordan,AQJ,OJAQ,29.611619,35.018067,175,2.0,E,Asia/Amman
2122,Prince Hasan,Hotel Four,Jordan,,OJHF,32.160747,37.149383,2220,2.0,E,Asia/Amman
2123,Jerusalem,Jerusalem,West Bank,,OJJR,31.864722,35.219167,2485,2.0,U,Asia/Gaza
2124,King Hussein,Mafraq,Jordan,OMF,OJMF,32.356353,36.259181,2240,2.0,E,Asia/Amman
2125,Kuwait Intl,Kuwait,Kuwait,KWI,OKBK,29.226567,47.968928,206,3.0,U,Asia/Kuwait
2126,Rafic Hariri Intl,Beirut,Lebanon,BEY,OLBA,33.820931,35.488389,87,2.0,E,Asia/Beirut
2127,Rene Mouawad,Kleiat,Lebanon,,OLKA,34.589333,36.011322,75,2.0,E,Asia/Beirut
2128,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.432972,54.651138,88,4.0,U,Asia/Dubai
2129,Bateen,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428333,54.458084,16,4.0,U,Asia/Dubai
2130,Al Hamra Aux,Al Hamra,United Arab Emirates,,OMAH,24.073981,52.463644,50,4.0,U,Asia/Dubai
2131,Jebel Dhana,Jebel Dhana,United Arab Emirates,,OMAJ,24.187428,52.614,43,4.0,U,Asia/Dubai
2132,Reykjahlid Airport,Myvatn,Iceland,MVA,BIRL,65.6558,-16.9181,1030,0.0,N,Atlantic/Reykjavik
2133,Al Dhafra,Abu Dhabi,United Arab Emirates,,OMAM,24.248249,54.547722,77,4.0,U,Asia/Dubai
2134,Arzanah,Arzana,United Arab Emirates,,OMAR,24.780528,52.559944,15,4.0,U,Asia/Dubai
2135,Das Island,Das Island,United Arab Emirates,,OMAS,25.146219,52.873711,12,4.0,U,Asia/Dubai
2136,Zirku,Zirku,United Arab Emirates,,OMAZ,24.861542,53.077833,14,4.0,U,Asia/Dubai
2137,Dubai Intl,Dubai,United Arab Emirates,DXB,OMDB,25.252778,55.364444,62,4.0,U,Asia/Dubai
2138,Fujairah Intl,Fujeirah,United Arab Emirates,FJR,OMFJ,25.112225,56.323964,152,4.0,U,Asia/Dubai
2139,Ras Al Khaimah Intl,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613483,55.938817,102,4.0,U,Asia/Dubai
2140,Sharjah Intl,Sharjah,United Arab Emirates,SHJ,OMSJ,25.328575,55.51715,111,4.0,U,Asia/Dubai
2141,Khasab,Khasab,Oman,KHS,OOKB,26.170986,56.240569,100,4.0,U,Asia/Muscat
2142,Masirah,Masirah,Oman,MSH,OOMA,20.675434,58.890467,64,4.0,U,Asia/Muscat
2143,Seeb Intl,Muscat,Oman,MCT,OOMS,23.593278,58.284444,48,4.0,U,Asia/Muscat
2144,Salalah,Salalah,Oman,SLL,OOSA,17.038719,54.091297,73,4.0,U,Asia/Muscat
2145,Thumrait,Thumrait,Oman,TTH,OOTH,17.666,54.024612,1570,4.0,U,Asia/Muscat
2146,Bhagatanwala,Bhagtanwala,Pakistan,,OPBG,32.056108,72.9484,600,5.0,N,Asia/Karachi
2147,Spray View Airport,Spray View,Zimbabwe,,FVSV,-17.917,25.817,3210,2.0,U,Africa/Harare
2148,Lyon Part-Dieu Railway,Lyon,France,XYD,\N,46.0,5.0,821,1.0,U,Europe/Paris
2149,Faisalabad Intl,Faisalabad,Pakistan,LYP,OPFA,31.365014,72.994842,591,5.0,N,Asia/Karachi
2150,Gwadar,Gwadar,Pakistan,GWD,OPGD,25.233308,62.329494,36,5.0,N,Asia/Karachi
2151,Gilgit,Gilgit,Pakistan,GIL,OPGT,35.918786,74.333644,4796,5.0,N,Asia/Karachi
2152,Shahbaz Ab,Jacobsbad,Pakistan,,OPJA,28.284167,68.449711,185,5.0,N,Asia/Karachi
2153,Jinnah Intl,Karachi,Pakistan,KHI,OPKC,24.906547,67.160797,100,5.0,N,Asia/Karachi
2154,Allama Iqbal Intl,Lahore,Pakistan,LHE,OPLA,31.521564,74.403594,712,5.0,N,Asia/Karachi
2155,Walton,Lahore,Pakistan,,OPLH,31.494794,74.346239,679,5.0,N,Asia/Karachi
2156,Mangla,Mangla,Pakistan,,OPMA,33.050086,73.638381,902,5.0,N,Asia/Karachi
2157,Muzaffarabad,Muzaffarabad,Pakistan,MFG,OPMF,34.339022,73.508639,2691,5.0,N,Asia/Karachi
2158,Mianwali,Mianwali,Pakistan,,OPMI,32.563089,71.570681,690,5.0,N,Asia/Karachi
2159,Moenjodaro,Moenjodaro,Pakistan,MJD,OPMJ,27.335156,68.143053,154,5.0,N,Asia/Karachi
2160,Masroor,Karachi,Pakistan,,OPMR,24.893564,66.938753,35,5.0,N,Asia/Karachi
2161,Multan Intl,Multan,Pakistan,MUX,OPMT,30.203222,71.419111,403,5.0,N,Asia/Karachi
2162,Nawabshah,Nawabshah,Pakistan,WNS,OPNH,26.219442,68.390053,95,5.0,N,Asia/Karachi
2163,Okara,Okara,Pakistan,,OPOK,30.741025,73.357736,568,5.0,N,Asia/Karachi
2164,Panjgur,Panjgur,Pakistan,PJG,OPPG,26.954547,64.132517,3289,5.0,N,Asia/Karachi
2165,Pasni,Pasni,Pakistan,PSI,OPPI,25.290487,63.345083,33,5.0,N,Asia/Karachi
2166,Peshawar Intl,Peshawar,Pakistan,PEW,OPPS,33.993911,71.514581,1158,5.0,N,Asia/Karachi
2167,Qasim,Qasim,Pakistan,,OPQS,33.560153,73.033217,1581,5.0,N,Asia/Karachi
2168,Quetta,Quetta,Pakistan,UET,OPQT,30.251369,66.937764,5267,5.0,N,Asia/Karachi
2169,Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,OPRK,28.3839,70.279572,271,5.0,N,Asia/Karachi
2170,Chaklala,Islamabad,Pakistan,ISB,OPRN,33.616653,73.099233,1668,5.0,N,Asia/Karachi
2171,Risalpur,Risalpur,Pakistan,,OPRS,34.081112,71.972583,1050,5.0,N,Asia/Karachi
2172,Rawalakot,Rawala Kot,Pakistan,RAZ,OPRT,33.849658,73.798147,5479,5.0,N,Asia/Karachi
2173,Point Roberts Airpark,Point Roberts,United States,1RL,K1RL,48.9797222,-123.0788889,10,-8.0,A,America/Los_Angeles
2174,Sukkur,Sukkur,Pakistan,SKZ,OPSK,27.721989,68.791683,196,5.0,N,Asia/Karachi
2175,Saidu Sharif,Saidu Sharif,Pakistan,SDT,OPSS,34.813556,72.352814,3183,5.0,N,Asia/Karachi
2176,Sui,Sui,Pakistan,SUL,OPSU,28.645142,69.176917,763,5.0,N,Asia/Karachi
2177,Talhar,Talhar,Pakistan,BDN,OPTH,24.841519,68.838408,28,5.0,N,Asia/Karachi
2178,Wana,Wana,Pakistan,,OPWN,32.304664,69.570433,4550,5.0,N,Asia/Karachi
2179,Zhob,Zhob,Pakistan,PZH,OPZB,31.358381,69.463606,4728,5.0,N,Asia/Karachi
2180,Basrah Intl,Basrah,Iraq,BSR,ORMM,30.549069,47.662142,11,3.0,U,Asia/Baghdad
2181,Aleppo Intl,Aleppo,Syria,ALP,OSAP,36.180675,37.224358,1276,2.0,E,Asia/Damascus
2182,Damascus Intl,Damascus,Syria,DAM,OSDI,33.410636,36.514267,2020,2.0,E,Asia/Damascus
2183,Deir Zzor,Deire Zor,Syria,DEZ,OSDZ,35.285374,40.175961,700,2.0,E,Asia/Damascus
2184,Bassel Al Assad Intl,Latakia,Syria,LTK,OSLK,35.401094,35.948681,157,2.0,E,Asia/Damascus
2185,Palmyra,Palmyra,Syria,PMS,OSPR,34.557361,38.316889,1322,2.0,E,Asia/Damascus
2186,Doha Intl,Doha,Qatar,DOH,OTBD,25.261125,51.565056,35,3.0,U,Asia/Qatar
2187,Canton,Canton Island,Kiribati,CIS,PCIS,-2.768122,-171.710394,9,13.0,U,Pacific/Enderbury
2188,Rota Intl,Rota,Northern Mariana Islands,ROP,PGRO,14.174308,145.242536,607,10.0,U,Pacific/Saipan
2189,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,PGSN,15.119003,145.729356,215,10.0,U,Pacific/Saipan
2190,Andersen Afb,Andersen,Guam,UAM,PGUA,13.583953,144.930025,627,10.0,U,Pacific/Guam
2191,Guam Intl,Agana,Guam,GUM,PGUM,13.48345,144.795983,298,10.0,U,Pacific/Guam
2192,Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.999203,145.61935,271,10.0,U,Pacific/Saipan
2193,Scone Airport,Scone,Australia,NSO,YSCO,-32.0372,150.832,745,10.0,O,Australia/Sydney
2194,Marshall Islands Intl,Majuro,Marshall Islands,MAJ,PKMJ,7.064758,171.272022,6,12.0,U,Pacific/Majuro
2195,Dyess Aaf,Kwajalein,Marshall Islands,,PKRO,9.396886,167.470869,9,12.0,U,Pacific/Majuro
2196,Bucholz Aaf,Kwajalein,Marshall Islands,KWA,PKWA,8.720122,167.731661,9,12.0,U,Pacific/Majuro
2197,Cassidy Intl,Kiritimati,Kiribati,CXI,PLCH,1.986161,-157.349778,5,-12.0,U,\N
2198,Midway Atoll,Midway,Midway Islands,MDY,PMDY,28.201725,-177.380636,13,-11.0,U,Pacific/Midway
2199,Chuuk Intl,Chuuk,Micronesia,TKK,PTKK,7.461869,151.843006,11,10.0,U,Pacific/Truk
2200,Pohnpei Intl,Pohnpei,Micronesia,PNI,PTPN,6.9851,158.208989,10,11.0,U,Pacific/Ponape
2201,Babelthuap,Babelthuap,Palau,ROR,PTRO,7.367303,134.544278,176,9.0,U,Pacific/Palau
2202,Kosrae,Kosrae,Micronesia,KSA,PTSA,5.356975,162.958386,11,11.0,U,Pacific/Kosrae
2203,Yap Intl,Yap,Micronesia,YAP,PTYA,9.498911,138.082497,91,10.0,U,Pacific/Truk
2204,Shang Yi,Kinmen,Taiwan,KNH,RCBS,24.427892,118.359197,93,8.0,U,Asia/Taipei
2205,Pingtung South,Pingtung,Taiwan,PIF,RCDC,22.672367,120.461728,78,8.0,U,Asia/Taipei
2206,Longtan,Longtang,Taiwan,,RCDI,24.855136,121.237636,790,8.0,U,Asia/Taipei
2207,Fengnin,Fengnin,Taiwan,TTT,RCFN,22.754986,121.101681,143,8.0,U,Asia/Taipei
2208,Lyudao,Green Island,Taiwan,GNI,RCGI,22.673853,121.466481,28,8.0,U,Asia/Taipei
2209,Kaohsiung Intl,Kaohsiung,Taiwan,KHH,RCKH,22.577094,120.350006,31,8.0,U,Asia/Taipei
2210,Chiayi,Chiayi,Taiwan,CYI,RCKU,23.461779,120.39283,85,8.0,U,Asia/Taipei
2211,Lanyu,Lanyu,Taiwan,KYD,RCLY,22.028842,121.533642,44,8.0,U,Asia/Taipei
